Episode,Reward,Steps,Success,Collisions
2219,346.57,58,0,0
2220,347.67,38,0,0
2221,347.44,64,0,0
2222,346.72,64,0,0
2223,346.22,58,0,0
2224,346.95,58,0,0
2225,347.14,65,0,0
2226,347.19,70,0,0
2227,347.89,40,0,0
2228,347.23,48,0,0
2229,346.83,46,0,0
2230,346.59,63,0,0
2231,346.48,66,0,0
2232,346.8,52,0,0
2233,346.54,62,0,0
2234,346.72,47,0,0
2235,347.64,42,0,0
2236,348.04,32,0,0
2237,346.93,48,0,0
2238,347.08,50,0,0
2239,347.35,44,0,0
2240,347.19,51,0,0
2241,347.19,47,0,0
2242,346.7,55,0,0
2243,346.18,60,0,0
2244,347.78,51,0,0
2245,346.3,70,0,0
2246,347.08,40,0,0
2247,347.27,52,0,0
2248,348.42,42,0,0
2249,347.14,47,0,0
2250,346.84,60,0,0
2251,347.55,55,0,0
2252,347.37,44,0,0
2253,346.88,42,0,0
2254,346.46,72,0,0
2255,348.12,40,0,0
2256,347.86,40,0,0
2257,347.49,45,0,0
2258,346.96,38,0,0
2259,346.99,48,0,0
2260,345.31,62,0,0
2261,347.15,50,0,0
2262,347.2,47,0,0
2263,345.67,74,0,0
2264,346.79,50,0,0
2265,346.43,61,0,0
2266,347.16,46,0,0
2267,346.57,49,0,0
2268,347.72,38,0,0
2269,346.43,58,0,0
2270,347.17,50,0,0
2271,345.61,74,0,0
2272,346.47,57,0,0
2273,347.16,50,0,0
2274,347.48,46,0,0
2275,347.52,40,0,0
2276,347.18,52,0,0
2277,347.53,50,0,0
2278,347.51,41,0,0
2279,347.48,64,0,0
2280,348.33,36,0,0
2281,346.11,77,0,0
2282,347.16,46,0,0
2283,347.0,46,0,0
2284,345.88,64,0,0
2285,347.56,42,0,0
2286,347.31,42,0,0
2287,347.32,77,0,0
2288,346.7,45,0,0
2289,346.94,62,0,0
2290,345.9,56,0,0
2291,346.83,52,0,0
2292,347.48,40,0,0
2293,347.74,38,0,0
2294,346.74,57,0,0
2295,347.55,41,0,0
2296,347.35,52,0,0
2297,346.29,64,0,0
2298,347.64,48,0,0
2299,348.33,40,0,0
2300,346.96,40,0,0
2301,347.4,40,0,0
2302,346.2,44,0,0
2303,347.95,36,0,0
2304,347.77,34,0,0
2305,347.16,46,0,0
2306,347.34,38,0,0
2307,346.53,50,0,0
2308,347.98,42,0,0
2309,347.08,50,0,0
2310,347.38,39,0,0
2311,347.61,46,0,0
2312,347.09,64,0,0
2313,347.62,41,0,0
2314,347.24,52,0,0
2315,347.65,58,0,0
2316,347.25,42,0,0
2317,347.69,53,0,0
2318,347.31,42,0,0
2319,347.15,50,0,0
2320,346.76,50,0,0
2321,347.05,68,0,0
2322,347.24,61,0,0
2323,347.75,57,0,0
2324,347.08,40,0,0
2325,347.61,46,0,0
2326,346.85,56,0,0
2327,347.88,40,0,0
2328,347.25,80,0,0
2329,347.46,44,0,0
2330,346.04,56,0,0
2331,347.34,48,0,0
2332,347.26,38,0,0
2333,347.83,50,0,0
2334,347.57,42,0,0
2335,347.91,55,0,0
2336,347.55,46,0,0
2337,347.64,42,0,0
2338,347.39,50,0,0
2339,346.67,64,0,0
2340,347.76,44,0,0
2341,347.66,48,0,0
2342,346.8,74,0,0
2343,347.31,56,0,0
2344,347.85,44,0,0
2345,347.85,44,0,0
2346,347.45,50,0,0
2347,347.72,42,0,0
2348,347.07,54,0,0
2349,347.86,50,0,0
2350,347.06,42,0,0
2351,347.16,42,0,0
2352,348.08,43,0,0
2353,347.49,40,0,0
2354,346.71,54,0,0
2355,345.39,50,0,0
2356,347.09,40,0,0
2357,347.69,37,0,0
2358,348.37,46,0,0
2359,346.73,60,0,0
2360,348.25,40,0,0
2361,347.2,42,0,0
2362,346.22,64,0,0
2363,346.98,54,0,0
2364,345.55,76,0,0
2365,346.56,48,0,0
2366,347.76,43,0,0
2367,347.77,38,0,0
2368,346.4,46,0,0
2369,347.13,50,0,0
2370,347.14,50,0,0
2371,346.98,87,0,0
2372,348.08,62,0,0
2373,347.16,38,0,0
2374,346.04,48,0,0
2375,347.03,40,0,0
2376,347.29,34,0,0
2377,348.4,37,0,0
2378,347.43,40,0,0
2379,346.71,82,0,0
2380,347.73,47,0,0
2381,347.35,34,0,0
2382,346.06,62,0,0
2383,347.99,36,0,0
2384,347.13,40,0,0
2385,346.58,44,0,0
2386,344.6,70,0,0
2387,347.48,40,0,0
2388,347.43,60,0,0
2389,346.83,69,0,0
2390,346.36,74,0,0
2391,347.47,44,0,0
2392,347.1,46,0,0
2393,345.69,72,0,0
2394,346.73,64,0,0
2395,347.38,48,0,0
2396,347.31,38,0,0
2397,346.7,46,0,0
2398,347.81,44,0,0
2399,346.23,69,0,0
2400,346.91,56,0,0
2401,347.18,42,0,0
2402,347.44,44,0,0
2403,347.31,38,0,0
2404,346.0,60,0,0
2405,347.76,38,0,0
2406,347.23,46,0,0
2407,347.04,56,0,0
2408,347.03,64,0,0
2409,347.12,50,0,0
2410,347.63,37,0,0
2411,347.36,52,0,0
2412,346.24,50,0,0
2413,347.83,74,0,0
2414,347.68,38,0,0
2415,347.2,46,0,0
2416,347.74,38,0,0
2417,347.23,46,0,0
2418,346.62,48,0,0
2419,347.86,45,0,0
2420,346.44,52,0,0
2421,346.79,64,0,0
2422,347.92,40,0,0
2423,346.74,51,0,0
2424,348.17,34,0,0
2425,347.74,38,0,0
2426,347.06,40,0,0
2427,347.38,34,0,0
2428,348.07,38,0,0
2429,347.06,40,0,0
2430,346.44,72,0,0
2431,347.2,48,0,0
2432,346.16,58,0,0
2433,347.99,50,0,0
2434,348.03,52,0,0
2435,347.12,51,0,0
2436,347.17,50,0,0
2437,347.14,36,0,0
2438,347.61,36,0,0
2439,346.12,68,0,0
2440,346.61,54,0,0
2441,346.91,72,0,0
2442,347.84,35,0,0
2443,346.61,49,0,0
2444,346.64,50,0,0
2445,347.49,47,0,0
2446,347.92,40,0,0
2447,346.67,54,0,0
2448,347.88,40,0,0
2449,346.74,50,0,0
2450,346.99,40,0,0
2451,347.36,40,0,0
2452,346.99,44,0,0
2453,347.78,44,0,0
2454,346.79,46,0,0
2455,347.48,46,0,0
2456,347.69,43,0,0
2457,347.29,37,0,0
2458,346.54,50,0,0
2459,347.15,55,0,0
2460,347.79,39,0,0
2461,345.52,87,0,0
2462,347.08,41,0,0
2463,347.12,46,0,0
2464,348.09,42,0,0
2465,347.36,51,0,0
2466,346.83,51,0,0
2467,348.33,40,0,0
2468,347.21,52,0,0
2469,346.98,44,0,0
2470,347.64,42,0,0
2471,346.96,53,0,0
2472,347.65,42,0,0
2473,346.9,48,0,0
2474,348.11,76,0,0
2475,347.5,36,0,0
2476,347.68,48,0,0
2477,346.96,51,0,0
2478,346.88,49,0,0
2479,346.61,55,0,0
2480,346.91,52,0,0
2481,347.64,32,0,0
2482,346.25,54,0,0
2483,347.05,40,0,0
2484,346.57,54,0,0
2485,346.46,61,0,0
2486,347.06,50,0,0
2487,345.71,48,0,0
2488,348.34,55,0,0
2489,346.27,50,0,0
2490,347.73,48,0,0
2491,347.49,46,0,0
2492,346.83,52,0,0
2493,346.73,46,0,0
2494,346.45,48,0,0
2495,347.31,52,0,0
2496,346.79,46,0,0
2497,348.12,38,0,0
2498,348.07,42,0,0
2499,347.53,55,0,0
2500,346.65,44,0,0
2501,346.4,56,0,0
2502,346.43,60,0,0
2503,346.96,38,0,0
2504,347.53,46,0,0
2505,347.84,36,0,0
2506,347.53,45,0,0
2507,347.2,42,0,0
2508,346.0,62,0,0
2509,347.84,58,0,0
2510,346.76,40,0,0
2511,347.39,48,0,0
2512,346.55,58,0,0
2513,347.55,36,0,0
2514,347.24,43,0,0
2515,347.22,41,0,0
2516,347.53,42,0,0
2517,348.25,45,0,0
2518,347.19,46,0,0
2519,347.43,40,0,0
2520,348.17,40,0,0
2521,347.38,48,0,0
2522,347.93,31,0,0
2523,347.2,47,0,0
2524,347.96,46,0,0
2525,347.39,48,0,0
2526,347.82,45,0,0
2527,347.15,45,0,0
2528,346.9,58,0,0
2529,347.99,46,0,0
2530,347.34,52,0,0
2531,346.49,58,0,0
2532,347.54,42,0,0
2533,346.96,43,0,0
2534,347.17,46,0,0
2535,347.37,58,0,0
2536,347.87,44,0,0
2537,347.48,50,0,0
2538,347.13,64,0,0
2539,346.9,38,0,0
2540,347.82,39,0,0
2541,347.54,56,0,0
2542,345.69,67,0,0
2543,347.3,52,0,0
2544,347.59,36,0,0
2545,346.52,47,0,0
2546,347.1,40,0,0
2547,347.58,42,0,0
2548,347.33,47,0,0
2549,347.65,56,0,0
2550,347.81,34,0,0
2551,347.42,54,0,0
2552,345.11,97,0,0
2553,347.29,48,0,0
2554,346.65,54,0,0
2555,347.33,43,0,0
2556,346.66,40,0,0
2557,347.59,56,0,0
2558,347.54,45,0,0
2559,346.86,48,0,0
2560,347.97,36,0,0
2561,345.86,58,0,0
2562,348.26,36,0,0
2563,348.01,46,0,0
2564,347.79,44,0,0
2565,346.61,50,0,0
2566,347.42,48,0,0
2567,346.39,56,0,0
2568,347.39,48,0,0
2569,347.38,38,0,0
2570,347.81,34,0,0
2571,348.08,39,0,0
2572,346.82,46,0,0
2573,347.57,52,0,0
2574,347.7,47,0,0
2575,347.86,40,0,0
2576,347.79,44,0,0
2577,347.3,42,0,0
2578,347.4,50,0,0
2579,347.5,40,0,0
2580,347.21,44,0,0
2581,348.35,40,0,0
2582,347.15,41,0,0
2583,346.95,48,0,0
2584,347.01,56,0,0
2585,347.8,40,0,0
2586,347.62,46,0,0
2587,346.83,48,0,0
2588,347.24,46,0,0
2589,346.98,44,0,0
2590,347.35,44,0,0
2591,345.5,88,0,0
2592,346.67,40,0,0
2593,347.72,53,0,0
2594,347.31,48,0,0
2595,345.79,81,0,0
2596,347.36,62,0,0
2597,347.05,50,0,0
2598,347.77,58,0,0
2599,347.38,53,0,0
2600,346.37,50,0,0
2601,346.61,63,0,0
2602,348.05,38,0,0
2603,347.15,36,0,0
2604,345.41,72,0,0
2605,346.36,50,0,0
2606,347.11,36,0,0
2607,346.49,54,0,0
2608,347.72,38,0,0
2609,347.49,45,0,0
2610,346.54,48,0,0
2611,348.07,56,0,0
2612,348.11,42,0,0
2613,347.21,70,0,0
2614,347.74,34,0,0
2615,347.2,46,0,0
2616,347.87,44,0,0
2617,346.94,68,0,0
2618,345.54,64,0,0
2619,348.03,37,0,0
2620,347.14,45,0,0
2621,346.67,63,0,0
2622,347.34,53,0,0
2623,347.24,42,0,0
2624,347.22,69,0,0
2625,347.38,40,0,0
2626,347.87,40,0,0
2627,347.51,47,0,0
2628,346.69,40,0,0
2629,347.44,40,0,0
2630,348.28,46,0,0
2631,347.15,46,0,0
2632,348.13,38,0,0
2633,347.26,52,0,0
2634,347.66,56,0,0
2635,346.42,42,0,0
2636,346.54,71,0,0
2637,346.61,48,0,0
2638,347.58,42,0,0
2639,346.53,66,0,0
2640,345.91,69,0,0
2641,346.32,46,0,0
2642,347.39,44,0,0
2643,347.77,52,0,0
2644,347.37,54,0,0
2645,346.82,46,0,0
2646,346.76,69,0,0
2647,346.73,50,0,0
2648,347.23,42,0,0
2649,348.02,46,0,0
2650,347.4,53,0,0
2651,347.37,44,0,0
2652,346.82,42,0,0
2653,346.87,38,0,0
2654,346.77,46,0,0
2655,347.38,68,0,0
2656,347.24,46,0,0
2657,347.97,47,0,0
2658,347.52,40,0,0
2659,347.88,40,0,0
2660,346.55,64,0,0
2661,347.7,42,0,0
2662,346.35,61,0,0
2663,347.32,42,0,0
2664,348.17,44,0,0
2665,347.44,59,0,0
2666,347.15,46,0,0
2667,347.61,48,0,0
2668,346.01,56,0,0
2669,347.26,46,0,0
2670,347.46,40,0,0
2671,346.02,70,0,0
2672,346.79,52,0,0
2673,347.43,44,0,0
2674,346.87,71,0,0
2675,346.06,62,0,0
2676,347.17,68,0,0
2677,347.44,50,0,0
2678,346.11,80,0,0
2679,347.71,52,0,0
2680,347.39,40,0,0
2681,347.15,40,0,0
2682,346.96,43,0,0
2683,347.06,54,0,0
2684,347.49,36,0,0
2685,348.2,48,0,0
2686,346.42,52,0,0
2687,347.16,36,0,0
2688,347.75,39,0,0
2689,346.93,53,0,0
2690,348.22,56,0,0
2691,346.5,56,0,0
2692,347.52,55,0,0
2693,346.27,45,0,0
2694,346.17,53,0,0
2695,347.81,34,0,0
2696,347.82,34,0,0
2697,347.97,36,0,0
2698,347.63,54,0,0
2699,347.31,62,0,0
2700,347.08,40,0,0
2701,346.32,64,0,0
2702,346.07,70,0,0
2703,346.67,42,0,0
2704,347.96,36,0,0
2705,347.21,46,0,0
2706,346.7,50,0,0
2707,348.53,62,0,0
2708,347.15,46,0,0
2709,345.97,65,0,0
2710,347.34,38,0,0
2711,346.38,61,0,0
2712,347.62,42,0,0
2713,347.33,38,0,0
2714,346.59,53,0,0
2715,347.91,36,0,0
2716,346.27,50,0,0
2717,347.25,42,0,0
2718,347.08,40,0,0
2719,348.43,46,0,0
2720,347.53,36,0,0
2721,347.48,44,0,0
2722,347.16,46,0,0
2723,347.29,52,0,0
2724,347.23,46,0,0
2725,347.27,42,0,0
2726,347.32,58,0,0
2727,347.38,38,0,0
2728,346.67,58,0,0
2729,346.94,44,0,0
2730,347.7,47,0,0
2731,347.28,56,0,0
2732,347.23,42,0,0
2733,347.38,48,0,0
2734,347.64,32,0,0
2735,347.53,40,0,0
2736,347.3,43,0,0
2737,346.36,60,0,0
2738,346.7,46,0,0
2739,347.69,38,0,0
2740,348.11,38,0,0
2741,346.56,96,0,0
2742,346.51,44,0,0
2743,346.99,44,0,0
2744,347.2,46,0,0
2745,347.09,40,0,0
2746,347.6,42,0,0
2747,346.59,48,0,0
2748,346.86,42,0,0
2749,347.5,42,0,0
2750,346.54,44,0,0
2751,346.91,71,0,0
2752,347.47,54,0,0
2753,346.72,56,0,0
2754,346.92,62,0,0
2755,347.99,46,0,0
2756,347.58,36,0,0
2757,346.84,42,0,0
2758,347.29,53,0,0
2759,347.57,46,0,0
2760,347.45,44,0,0
2761,347.48,45,0,0
2762,347.41,34,0,0
2763,347.82,44,0,0
2764,347.52,50,0,0
2765,347.62,42,0,0
2766,347.69,38,0,0
2767,346.84,46,0,0
2768,348.35,46,0,0
2769,347.86,44,0,0
2770,346.92,48,0,0
2771,347.87,40,0,0
2772,346.54,57,0,0
2773,347.08,68,0,0
2774,346.78,46,0,0
2775,348.11,44,0,0
2776,347.68,38,0,0
2777,346.29,62,0,0
2778,348.58,52,0,0
2779,347.01,48,0,0
2780,347.86,46,0,0
2781,347.14,40,0,0
2782,346.98,53,0,0
2783,347.18,65,0,0
2784,346.3,50,0,0
2785,347.29,34,0,0
2786,347.49,40,0,0
2787,346.31,55,0,0
2788,347.46,58,0,0
2789,347.65,52,0,0
2790,347.33,76,0,0
2791,347.13,46,0,0
2792,347.71,52,0,0
2793,347.67,42,0,0
2794,346.8,46,0,0
2795,347.43,44,0,0
2796,346.49,90,0,0
2797,347.7,42,0,0
2798,347.18,56,0,0
2799,347.19,52,0,0
2800,346.2,54,0,0
2801,348.04,38,0,0
2802,347.08,55,0,0
2803,346.92,42,0,0
2804,347.84,44,0,0
2805,347.08,40,0,0
2806,347.23,41,0,0
2807,346.3,64,0,0
2808,347.69,49,0,0
2809,347.2,47,0,0
2810,347.4,43,0,0
2811,347.46,40,0,0
2812,346.83,48,0,0
2813,347.54,36,0,0
2814,347.27,38,0,0
2815,347.31,38,0,0
2816,347.52,40,0,0
2817,347.25,51,0,0
2818,346.6,48,0,0
2819,347.51,36,0,0
2820,347.06,44,0,0
2821,346.81,70,0,0
2822,348.28,54,0,0
2823,347.95,37,0,0
2824,347.39,40,0,0
2825,347.87,36,0,0
2826,347.68,42,0,0
2827,347.65,42,0,0
2828,346.78,50,0,0
2829,349.05,46,0,0
2830,347.91,36,0,0
2831,347.57,36,0,0
2832,346.78,46,0,0
2833,347.72,38,0,0
2834,347.41,34,0,0
2835,347.84,30,0,0
2836,347.78,56,0,0
2837,347.17,46,0,0
2838,347.6,51,0,0
2839,347.91,40,0,0
2840,347.46,40,0,0
2841,347.22,38,0,0
2842,347.87,30,0,0
2843,347.17,56,0,0
2844,347.23,42,0,0
2845,346.6,50,0,0
2846,347.95,37,0,0
2847,346.96,48,0,0
2848,348.25,68,0,0
2849,347.27,38,0,0
2850,346.85,47,0,0
2851,346.3,54,0,0
2852,346.07,52,0,0
2853,347.32,48,0,0
2854,347.35,34,0,0
2855,346.07,57,0,0
2856,347.53,42,0,0
2857,347.13,46,0,0
2858,345.66,70,0,0
2859,347.48,40,0,0
2860,347.6,51,0,0
2861,345.75,72,0,0
2862,346.76,50,0,0
2863,347.77,34,0,0
2864,347.34,38,0,0
2865,345.32,80,0,0
2866,347.61,50,0,0
2867,347.09,44,0,0
2868,345.94,47,0,0
2869,346.93,47,0,0
2870,347.05,49,0,0
2871,347.73,38,0,0
2872,347.53,46,0,0
2873,346.69,67,0,0
2874,345.77,54,0,0
2875,346.67,44,0,0
2876,347.53,36,0,0
2877,347.48,42,0,0
2878,347.17,36,0,0
2879,347.91,36,0,0
2880,348.09,42,0,0
2881,347.06,40,0,0
2882,346.85,48,0,0
2883,347.2,42,0,0
2884,347.35,38,0,0
2885,347.55,50,0,0
2886,347.29,42,0,0
2887,347.45,40,0,0
2888,348.13,38,0,0
2889,346.85,42,0,0
2890,346.9,42,0,0
2891,347.2,46,0,0
2892,348.16,34,0,0
2893,348.17,48,0,0
2894,346.53,48,0,0
2895,346.16,68,0,0
2896,346.93,48,0,0
2897,347.77,34,0,0
2898,347.18,36,0,0
2899,347.3,62,0,0
2900,347.49,40,0,0
2901,347.25,42,0,0
2902,347.61,52,0,0
2903,347.35,34,0,0
2904,347.25,38,0,0
2905,346.45,48,0,0
2906,347.48,40,0,0
2907,347.57,36,0,0
2908,347.73,38,0,0
2909,345.04,63,0,0
2910,347.25,56,0,0
2911,347.89,40,0,0
2912,347.51,54,0,0
2913,347.37,44,0,0
2914,347.5,42,0,0
2915,346.87,42,0,0
2916,347.01,53,0,0
2917,346.13,62,0,0
2918,347.12,42,0,0
2919,347.27,38,0,0
2920,347.24,48,0,0
2921,346.37,69,0,0
2922,346.17,60,0,0
2923,347.52,36,0,0
2924,347.68,48,0,0
2925,348.0,32,0,0
2926,348.16,48,0,0
2927,347.84,44,0,0
2928,347.97,36,0,0
2929,347.16,40,0,0
2930,347.29,48,0,0
2931,346.83,46,0,0
2932,347.23,47,0,0
2933,347.83,44,0,0
2934,347.64,37,0,0
2935,347.51,40,0,0
2936,347.17,36,0,0
2937,346.64,54,0,0
2938,347.0,44,0,0
2939,347.8,34,0,0
2940,347.56,41,0,0
2941,347.36,43,0,0
2942,347.63,42,0,0
2943,346.07,56,0,0
2944,347.06,48,0,0
2945,347.69,42,0,0
2946,347.59,42,0,0
2947,346.74,40,0,0
2948,347.03,58,0,0
2949,347.4,48,0,0
2950,347.09,50,0,0
2951,346.97,67,0,0
2952,345.64,61,0,0
2953,346.97,48,0,0
2954,347.19,36,0,0
2955,348.09,38,0,0
2956,347.48,46,0,0
2957,347.19,55,0,0
2958,347.68,43,0,0
2959,346.73,46,0,0
2960,347.02,54,0,0
2961,347.44,40,0,0
2962,347.07,50,0,0
2963,347.81,34,0,0
2964,346.53,48,0,0
2965,348.12,38,0,0
2966,347.55,50,0,0
2967,348.1,38,0,0
2968,347.9,36,0,0
2969,347.21,51,0,0
2970,347.28,42,0,0
2971,346.21,53,0,0
2972,347.95,36,0,0
2973,347.08,50,0,0
2974,347.0,40,0,0
2975,347.53,40,0,0
2976,347.1,50,0,0
2977,347.69,42,0,0
2978,344.67,58,0,0
2979,347.63,42,0,0
2980,347.88,40,0,0
2981,348.18,34,0,0
2982,346.86,51,0,0
2983,347.13,40,0,0
2984,347.13,45,0,0
2985,346.41,48,0,0
2986,348.27,40,0,0
2987,347.09,36,0,0
2988,347.12,40,0,0
2989,347.4,34,0,0
2990,347.79,34,0,0
2991,347.56,36,0,0
2992,347.75,43,0,0
2993,347.49,45,0,0
2994,347.65,56,0,0
2995,347.7,52,0,0
2996,346.71,64,0,0
2997,347.16,36,0,0
2998,348.14,38,0,0
2999,347.11,45,0,0
3000,347.81,44,0,0
3001,347.15,40,0,0
3002,347.29,38,0,0
3003,347.23,46,0,0
3004,347.25,46,0,0
3005,346.52,65,0,0
3006,346.8,46,0,0
3007,347.63,42,0,0
3008,347.48,49,0,0
3009,347.08,40,0,0
3010,345.98,75,0,0
3011,347.02,48,0,0
3012,347.48,50,0,0
3013,346.9,48,0,0
3014,347.0,44,0,0
3015,347.74,58,0,0
3016,347.1,36,0,0
3017,345.63,70,0,0
3018,347.26,42,0,0
3019,347.24,52,0,0
3020,347.54,36,0,0
3021,346.89,48,0,0
3022,346.99,48,0,0
3023,346.91,42,0,0
3024,348.22,39,0,0
3025,347.78,50,0,0
3026,347.78,55,0,0
3027,345.56,82,0,0
3028,347.6,41,0,0
3029,348.24,49,0,0
3030,347.59,36,0,0
3031,347.8,34,0,0
3032,347.59,36,0,0
3033,347.63,46,0,0
3034,347.46,46,0,0
3035,347.31,48,0,0
3036,346.28,44,0,0
3037,346.85,42,0,0
3038,347.59,46,0,0
3039,347.65,56,0,0
3040,347.92,46,0,0
3041,346.41,62,0,0
3042,347.2,55,0,0
3043,346.93,48,0,0
3044,346.72,46,0,0
3045,347.23,46,0,0
3046,347.67,47,0,0
3047,347.37,48,0,0
3048,347.84,44,0,0
3049,346.97,48,0,0
3050,346.78,42,0,0
3051,347.41,44,0,0
3052,347.55,45,0,0
3053,346.86,42,0,0
3054,347.55,40,0,0
3055,347.8,43,0,0
3056,347.86,40,0,0
3057,347.56,36,0,0
3058,347.92,41,0,0
3059,347.83,34,0,0
3060,346.65,50,0,0
3061,347.86,35,0,0
3062,346.93,48,0,0
3063,347.55,36,0,0
3064,347.59,42,0,0
3065,347.02,44,0,0
3066,347.27,48,0,0
3067,346.87,48,0,0
3068,347.8,53,0,0
3069,347.53,50,0,0
3070,347.07,40,0,0
3071,347.7,38,0,0
3072,347.36,38,0,0
3073,347.39,48,0,0
3074,346.5,52,0,0
3075,347.76,34,0,0
3076,346.54,90,0,0
3077,347.15,36,0,0
3078,347.73,39,0,0
3079,347.83,36,0,0
3080,347.46,58,0,0
3081,348.25,44,0,0
3082,346.69,49,0,0
3083,348.05,32,0,0
3084,347.97,36,0,0
3085,346.83,42,0,0
3086,347.59,41,0,0
3087,347.03,40,0,0
3088,347.24,46,0,0
3089,347.83,39,0,0
3090,347.54,40,0,0
3091,347.68,38,0,0
3092,347.88,40,0,0
3093,347.51,36,0,0
3094,345.77,62,0,0
3095,347.56,40,0,0
3096,348.02,42,0,0
3097,346.37,46,0,0
3098,347.43,44,0,0
3099,346.84,51,0,0
3100,346.98,40,0,0
3101,346.97,39,0,0
3102,346.71,40,0,0
3103,347.51,41,0,0
3104,348.39,36,0,0
3105,347.77,49,0,0
3106,346.68,40,0,0
3107,347.71,38,0,0
3108,346.98,44,0,0
3109,348.08,47,0,0
3110,347.73,52,0,0
3111,347.37,38,0,0
3112,346.85,47,0,0
3113,348.17,34,0,0
3114,347.73,39,0,0
3115,346.27,44,0,0
3116,346.92,44,0,0
3117,346.47,42,0,0
3118,347.56,36,0,0
3119,347.55,42,0,0
3120,347.92,35,0,0
3121,347.66,32,0,0
3122,347.31,52,0,0
3123,347.75,38,0,0
3124,347.82,49,0,0
3125,347.51,40,0,0
3126,347.36,44,0,0
3127,347.99,50,0,0
3128,347.96,36,0,0
3129,347.31,38,0,0
3130,348.06,32,0,0
3131,348.05,32,0,0
3132,346.97,48,0,0
3133,347.55,36,0,0
3134,347.18,36,0,0
3135,347.81,34,0,0
3136,347.83,44,0,0
3137,346.69,40,0,0
3138,347.43,34,0,0
3139,347.11,49,0,0
3140,348.21,40,0,0
3141,347.95,36,0,0
3142,347.51,40,0,0
3143,347.08,42,0,0
3144,347.79,44,0,0
3145,347.95,41,0,0
3146,347.12,41,0,0
3147,347.2,42,0,0
3148,348.08,42,0,0
3149,346.71,40,0,0
3150,348.16,38,0,0
3151,347.58,36,0,0
3152,346.49,52,0,0
3153,347.33,48,0,0
3154,346.79,69,0,0
3155,347.5,40,0,0
3156,347.63,42,0,0
3157,346.76,60,0,0
3158,347.93,40,0,0
3159,347.4,48,0,0
3160,347.22,38,0,0
3161,347.56,41,0,0
3162,347.8,63,0,0
3163,346.77,50,0,0
3164,345.91,50,0,0
3165,348.04,32,0,0
3166,347.31,38,0,0
3167,347.25,65,0,0
3168,347.99,47,0,0
3169,347.66,32,0,0
3170,347.32,52,0,0
3171,347.57,50,0,0
3172,347.68,34,0,0
3173,347.87,40,0,0
3174,347.8,34,0,0
3175,347.23,46,0,0
3176,346.55,66,0,0
3177,347.12,40,0,0
3178,347.88,30,0,0
3179,347.59,36,0,0
3180,347.38,38,0,0
3181,346.88,61,0,0
3182,347.36,36,0,0
3183,347.68,42,0,0
3184,347.18,41,0,0
3185,347.55,36,0,0
3186,345.87,64,0,0
3187,346.88,38,0,0
3188,346.85,42,0,0
3189,347.52,36,0,0
3190,346.69,53,0,0
3191,347.7,56,0,0
3192,347.39,48,0,0
3193,348.4,36,0,0
3194,347.97,41,0,0
3195,347.57,36,0,0
3196,346.64,44,0,0
3197,347.06,44,0,0
3198,347.48,40,0,0
3199,347.95,42,0,0
3200,347.92,40,0,0
3201,347.83,34,0,0
3202,347.26,42,0,0
3203,347.9,40,0,0
3204,347.26,51,0,0
3205,347.49,40,0,0
3206,347.54,46,0,0
3207,347.24,42,0,0
3208,347.06,39,0,0
3209,346.88,56,0,0
3210,348.04,32,0,0
3211,345.83,54,0,0
3212,347.41,48,0,0
3213,347.33,38,0,0
3214,347.56,36,0,0
3215,347.05,44,0,0
3216,347.07,40,0,0
3217,347.42,40,0,0
3218,347.77,34,0,0
3219,347.92,40,0,0
3220,347.8,34,0,0
3221,347.57,38,0,0
3222,347.29,38,0,0
3223,347.55,36,0,0
3224,346.54,42,0,0
3225,347.86,58,0,0
3226,347.47,40,0,0
3227,347.63,32,0,0
3228,347.12,45,0,0
3229,348.14,48,0,0
3230,346.83,48,0,0
3231,348.1,42,0,0
3232,347.14,50,0,0
3233,347.51,36,0,0
3234,347.41,34,0,0
3235,348.06,44,0,0
3236,348.02,46,0,0
3237,347.35,61,0,0
3238,347.33,38,0,0
3239,347.57,36,0,0
3240,347.91,50,0,0
3241,347.8,34,0,0
3242,346.93,42,0,0
3243,347.62,46,0,0
3244,346.72,59,0,0
3245,346.51,56,0,0
3246,346.78,46,0,0
3247,347.5,44,0,0
3248,347.32,38,0,0
3249,347.15,51,0,0
3250,346.82,38,0,0
3251,347.93,40,0,0
3252,347.23,46,0,0
3253,347.83,48,0,0
3254,347.81,34,0,0
3255,347.88,40,0,0
3256,347.46,36,0,0
3257,347.48,45,0,0
3258,347.36,38,0,0
3259,347.74,38,0,0
3260,347.65,42,0,0
3261,346.95,43,0,0
3262,348.28,45,0,0
3263,347.57,45,0,0
3264,346.94,62,0,0
3265,347.46,35,0,0
3266,346.38,52,0,0
3267,347.35,38,0,0
3268,347.0,52,0,0
3269,347.62,32,0,0
3270,346.74,45,0,0
3271,346.94,48,0,0
3272,348.19,34,0,0
3273,346.82,46,0,0
3274,348.02,37,0,0
3275,347.66,42,0,0
3276,347.83,34,0,0
3277,347.59,36,0,0
3278,347.7,42,0,0
3279,346.91,48,0,0
3280,347.69,42,0,0
3281,346.82,41,0,0
3282,347.34,44,0,0
3283,347.24,46,0,0
3284,347.87,30,0,0
3285,347.74,38,0,0
3286,347.83,44,0,0
3287,347.56,50,0,0
3288,346.84,52,0,0
3289,347.7,42,0,0
3290,346.96,44,0,0
3291,347.37,39,0,0
3292,346.94,38,0,0
3293,347.88,30,0,0
