Episode,Reward,Steps,Success,Collisions
1144,345.79,83,0,0
1145,346.87,65,0,0
1146,346.69,74,0,0
1147,347.13,65,0,0
1148,347.03,54,0,0
1149,346.79,57,0,0
1150,346.13,63,0,0
1151,345.44,129,0,0
1152,346.02,58,0,0
1153,347.11,72,0,0
1154,346.77,62,0,0
1155,345.93,92,0,0
1156,345.73,70,0,0
1157,346.56,65,0,0
1158,346.97,46,0,0
1159,345.6,93,0,0
1160,345.57,64,0,0
1161,346.6,83,0,0
1162,346.54,68,0,0
1163,346.81,83,0,0
1164,347.42,64,0,0
1165,345.35,91,0,0
1166,343.3,106,0,0
1167,346.59,55,0,0
1168,347.46,75,0,0
1169,345.89,57,0,0
1170,345.54,79,0,0
1171,346.66,61,0,0
1172,344.57,102,0,0
1173,346.31,85,0,0
1174,346.15,68,0,0
1175,345.44,60,0,0
1176,345.73,64,0,0
1177,346.26,77,0,0
1178,346.06,129,0,0
1179,343.46,104,0,0
1180,344.54,83,0,0
1181,347.62,54,0,0
1182,347.02,65,0,0
1183,343.79,129,0,0
1184,346.08,93,0,0
1185,345.42,123,0,0
1186,346.37,62,0,0
1187,346.86,53,0,0
1188,346.2,50,0,0
1189,344.7,163,0,0
1190,347.4,52,0,0
1191,346.37,53,0,0
1192,345.99,100,0,0
1193,346.41,59,0,0
1194,345.5,94,0,0
1195,348.31,46,0,0
1196,345.83,93,0,0
1197,347.01,50,0,0
1198,345.79,88,0,0
1199,345.99,67,0,0
1200,347.07,46,0,0
1201,345.63,62,0,0
1202,345.08,60,0,0
1203,347.69,45,0,0
1204,346.25,69,0,0
1205,345.12,84,0,0
1206,345.96,91,0,0
1207,345.28,64,0,0
1208,347.4,55,0,0
1209,347.21,42,0,0
1210,345.46,69,0,0
1211,346.44,59,0,0
1212,347.07,50,0,0
1213,345.09,74,0,0
1214,345.44,91,0,0
1215,344.28,108,0,0
1216,344.8,77,0,0
1217,346.7,72,0,0
1218,346.28,56,0,0
1219,346.76,62,0,0
1220,346.28,95,0,0
1221,347.38,44,0,0
1222,346.8,76,0,0
1223,341.99,142,0,0
1224,345.17,76,0,0
1225,346.56,63,0,0
1226,345.51,66,0,0
1227,345.63,60,0,0
1228,344.5,126,0,0
1229,343.83,99,0,0
1230,346.64,51,0,0
1231,345.73,83,0,0
1232,347.49,50,0,0
1233,346.13,69,0,0
1234,347.51,37,0,0
1235,347.1,55,0,0
1236,347.35,69,0,0
1237,346.01,62,0,0
1238,347.53,42,0,0
1239,347.21,61,0,0
1240,346.86,72,0,0
1241,343.4,138,0,0
1242,345.74,48,0,0
1243,344.99,137,0,0
1244,347.68,55,0,0
1245,346.37,52,0,0
1246,346.88,54,0,0
1247,346.37,61,0,0
1248,345.29,72,0,0
1249,345.58,79,0,0
1250,345.51,128,0,0
1251,347.03,113,0,0
1252,347.39,50,0,0
1253,347.2,54,0,0
1254,346.88,56,0,0
1255,346.0,101,0,0
1256,346.08,80,0,0
1257,345.68,93,0,0
1258,346.48,78,0,0
1259,345.81,72,0,0
1260,345.74,73,0,0
1261,347.53,71,0,0
1262,345.85,92,0,0
1263,346.59,63,0,0
1264,347.71,54,0,0
1265,345.64,87,0,0
1266,345.78,72,0,0
1267,346.39,100,0,0
1268,345.23,88,0,0
1269,345.53,74,0,0
1270,346.0,87,0,0
1271,344.67,66,0,0
1272,346.47,58,0,0
1273,344.78,101,0,0
1274,345.16,67,0,0
1275,347.39,50,0,0
1276,345.36,71,0,0
1277,346.61,116,0,0
1278,346.68,56,0,0
1279,347.21,58,0,0
1280,347.34,73,0,0
1281,346.31,56,0,0
1282,347.2,66,0,0
1283,346.81,53,0,0
1284,345.4,82,0,0
1285,344.89,96,0,0
1286,347.64,48,0,0
1287,345.93,60,0,0
1288,345.03,80,0,0
1289,346.95,69,0,0
1290,345.54,81,0,0
1291,346.56,98,0,0
1292,346.29,46,0,0
1293,347.84,80,0,0
1294,345.34,65,0,0
1295,345.69,86,0,0
1296,346.55,67,0,0
1297,346.07,73,0,0
1298,344.87,88,0,0
1299,346.31,70,0,0
1300,346.29,88,0,0
1301,342.84,100,0,0
1302,347.06,54,0,0
1303,346.01,64,0,0
1304,346.2,68,0,0
1305,345.77,54,0,0
1306,346.82,66,0,0
1307,347.17,89,0,0
1308,346.01,82,0,0
1309,346.04,54,0,0
1310,346.0,67,0,0
1311,345.98,109,0,0
1312,347.27,54,0,0
1313,346.53,65,0,0
1314,347.07,50,0,0
1315,346.56,56,0,0
1316,347.15,110,0,0
1317,345.76,94,0,0
1318,347.19,57,0,0
1319,346.37,58,0,0
1320,346.5,95,0,0
1321,346.2,72,0,0
1322,345.63,103,0,0
1323,346.46,48,0,0
1324,347.25,58,0,0
1325,347.57,61,0,0
1326,347.25,50,0,0
1327,345.49,60,0,0
1328,346.46,58,0,0
1329,346.04,72,0,0
1330,347.13,46,0,0
1331,346.53,50,0,0
1332,344.75,110,0,0
1333,347.16,46,0,0
1334,346.97,75,0,0
1335,346.52,62,0,0
1336,347.02,64,0,0
1337,346.31,76,0,0
1338,346.68,57,0,0
1339,346.55,80,0,0
1340,347.33,64,0,0
1341,346.05,63,0,0
1342,347.53,61,0,0
1343,347.76,49,0,0
1344,344.71,75,0,0
1345,345.89,60,0,0
1346,345.86,70,0,0
1347,347.15,58,0,0
1348,346.63,56,0,0
1349,347.16,57,0,0
1350,347.12,45,0,0
1351,344.42,91,0,0
1352,347.08,87,0,0
1353,347.47,40,0,0
1354,345.48,101,0,0
1355,346.24,60,0,0
1356,346.68,56,0,0
1357,345.87,65,0,0
1358,346.81,53,0,0
1359,346.58,74,0,0
1360,345.2,91,0,0
1361,345.94,76,0,0
1362,346.87,58,0,0
1363,345.68,58,0,0
1364,345.7,88,0,0
1365,345.05,94,0,0
1366,346.46,74,0,0
1367,347.48,61,0,0
1368,346.3,55,0,0
1369,346.63,64,0,0
1370,346.81,57,0,0
1371,347.07,70,0,0
1372,346.67,64,0,0
1373,347.22,57,0,0
1374,347.01,81,0,0
1375,346.44,42,0,0
1376,347.1,52,0,0
1377,346.08,68,0,0
1378,346.82,61,0,0
1379,346.6,55,0,0
1380,345.48,80,0,0
1381,347.05,64,0,0
1382,346.33,69,0,0
1383,347.12,60,0,0
1384,345.89,84,0,0
1385,344.99,84,0,0
1386,346.87,81,0,0
1387,348.13,56,0,0
1388,345.72,63,0,0
1389,345.11,76,0,0
1390,346.39,66,0,0
1391,347.04,50,0,0
1392,347.8,69,0,0
1393,346.25,50,0,0
1394,346.81,43,0,0
1395,344.94,95,0,0
1396,346.0,62,0,0
1397,346.73,52,0,0
1398,347.26,59,0,0
1399,346.97,55,0,0
1400,345.4,87,0,0
1401,345.64,60,0,0
1402,347.14,57,0,0
1403,346.25,57,0,0
1404,347.15,70,0,0
1405,345.94,65,0,0
1406,344.27,90,0,0
1407,346.08,70,0,0
1408,345.8,64,0,0
1409,346.33,62,0,0
1410,346.21,48,0,0
1411,346.35,57,0,0
1412,346.89,48,0,0
1413,345.91,83,0,0
1414,346.09,69,0,0
1415,346.23,50,0,0
1416,347.6,57,0,0
1417,346.61,60,0,0
1418,345.71,64,0,0
1419,344.13,102,0,0
1420,347.34,48,0,0
1421,346.27,73,0,0
1422,346.36,75,0,0
1423,346.2,73,0,0
1424,347.21,58,0,0
1425,347.45,45,0,0
1426,346.54,81,0,0
1427,348.18,49,0,0
1428,346.76,50,0,0
1429,347.56,51,0,0
1430,346.15,61,0,0
1431,347.11,55,0,0
1432,345.53,64,0,0
1433,347.91,60,0,0
1434,347.03,54,0,0
1435,345.62,76,0,0
1436,346.72,60,0,0
1437,346.09,76,0,0
1438,344.35,95,0,0
1439,346.77,58,0,0
1440,347.05,54,0,0
1441,345.88,74,0,0
1442,346.82,63,0,0
1443,346.71,56,0,0
1444,347.24,62,0,0
1445,346.42,57,0,0
1446,345.93,54,0,0
1447,346.48,55,0,0
1448,345.3,68,0,0
1449,347.53,81,0,0
1450,346.57,54,0,0
1451,343.58,81,0,0
1452,347.46,50,0,0
1453,346.96,59,0,0
1454,346.02,80,0,0
1455,347.62,62,0,0
1456,346.46,72,0,0
1457,347.51,55,0,0
1458,347.46,51,0,0
1459,346.34,75,0,0
1460,346.78,56,0,0
1461,346.61,87,0,0
1462,346.42,46,0,0
1463,345.07,78,0,0
1464,346.55,76,0,0
1465,346.88,95,0,0
1466,344.96,108,0,0
1467,345.58,84,0,0
1468,346.33,74,0,0
1469,347.73,44,0,0
1470,346.42,72,0,0
1471,346.92,53,0,0
1472,344.83,81,0,0
1473,345.8,73,0,0
1474,347.59,62,0,0
1475,344.41,85,0,0
1476,347.48,63,0,0
1477,346.72,51,0,0
1478,344.38,111,0,0
1479,347.58,38,0,0
1480,345.48,75,0,0
1481,345.58,92,0,0
1482,346.08,48,0,0
1483,347.47,56,0,0
1484,347.29,53,0,0
1485,344.78,80,0,0
1486,346.43,61,0,0
1487,347.38,48,0,0
1488,346.39,76,0,0
1489,346.58,54,0,0
1490,346.8,72,0,0
1491,344.84,71,0,0
1492,347.14,56,0,0
1493,345.74,112,0,0
1494,346.81,66,0,0
1495,347.97,46,0,0
1496,345.35,87,0,0
1497,345.53,75,0,0
1498,346.27,75,0,0
1499,346.56,69,0,0
1500,347.63,41,0,0
1501,345.9,58,0,0
1502,347.92,47,0,0
1503,346.44,79,0,0
1504,345.46,50,0,0
1505,348.21,55,0,0
1506,346.54,62,0,0
1507,347.34,49,0,0
1508,347.44,54,0,0
1509,346.76,47,0,0
1510,345.59,62,0,0
1511,347.36,60,0,0
1512,347.35,48,0,0
1513,345.86,69,0,0
1514,347.42,49,0,0
1515,346.96,58,0,0
1516,347.03,64,0,0
1517,345.69,74,0,0
1518,348.03,43,0,0
1519,346.75,59,0,0
1520,345.65,96,0,0
1521,345.96,62,0,0
1522,346.98,50,0,0
1523,344.19,111,0,0
1524,346.61,72,0,0
1525,347.49,44,0,0
1526,347.33,62,0,0
1527,347.21,65,0,0
1528,348.12,64,0,0
1529,346.62,70,0,0
1530,345.56,80,0,0
1531,345.8,61,0,0
1532,347.32,55,0,0
1533,347.03,53,0,0
1534,347.03,70,0,0
1535,347.31,67,0,0
1536,347.49,40,0,0
1537,346.92,93,0,0
1538,345.31,56,0,0
1539,347.27,58,0,0
1540,347.17,46,0,0
1541,346.4,83,0,0
1542,348.01,42,0,0
1543,346.45,58,0,0
1544,347.25,60,0,0
1545,346.85,58,0,0
1546,346.09,65,0,0
1547,347.03,59,0,0
1548,345.33,97,0,0
1549,345.8,52,0,0
1550,347.05,55,0,0
1551,346.87,38,0,0
1552,346.52,78,0,0
1553,345.91,66,0,0
1554,347.39,36,0,0
1555,346.51,83,0,0
1556,345.53,68,0,0
1557,344.95,96,0,0
1558,347.8,40,0,0
1559,347.18,46,0,0
1560,346.97,46,0,0
1561,345.63,94,0,0
1562,345.41,78,0,0
1563,344.32,103,0,0
1564,345.51,74,0,0
1565,346.53,72,0,0
1566,347.29,53,0,0
1567,346.46,62,0,0
1568,346.41,60,0,0
1569,344.71,104,0,0
1570,347.62,58,0,0
1571,346.58,55,0,0
1572,347.37,50,0,0
1573,343.93,104,0,0
1574,347.71,58,0,0
1575,346.41,87,0,0
1576,347.8,55,0,0
1577,346.36,75,0,0
1578,347.03,44,0,0
1579,346.44,62,0,0
1580,346.26,64,0,0
1581,348.77,82,0,0
1582,346.86,48,0,0
1583,346.51,50,0,0
1584,346.68,64,0,0
1585,345.08,66,0,0
1586,346.58,59,0,0
1587,346.84,48,0,0
1588,344.95,68,0,0
1589,347.23,56,0,0
1590,345.86,61,0,0
1591,347.47,36,0,0
1592,347.26,72,0,0
1593,347.55,70,0,0
1594,347.73,68,0,0
1595,347.27,48,0,0
1596,347.66,56,0,0
1597,344.8,136,0,0
1598,345.54,71,0,0
1599,346.2,64,0,0
1600,347.86,36,0,0
1601,347.29,57,0,0
1602,347.16,52,0,0
1603,346.54,80,0,0
1604,346.93,64,0,0
1605,347.73,58,0,0
1606,345.63,61,0,0
1607,346.65,50,0,0
1608,346.61,44,0,0
1609,346.38,72,0,0
1610,347.71,50,0,0
1611,347.58,48,0,0
1612,346.11,80,0,0
1613,346.41,46,0,0
1614,346.51,56,0,0
1615,347.52,40,0,0
1616,347.61,42,0,0
1617,347.15,48,0,0
1618,346.73,71,0,0
1619,347.13,69,0,0
1620,347.52,40,0,0
1621,346.77,72,0,0
1622,345.73,78,0,0
1623,348.45,52,0,0
1624,346.22,64,0,0
1625,346.0,70,0,0
1626,345.47,64,0,0
1627,347.15,51,0,0
1628,346.43,67,0,0
1629,347.2,52,0,0
1630,346.56,48,0,0
1631,347.19,46,0,0
1632,346.22,83,0,0
1633,346.83,49,0,0
1634,346.81,44,0,0
1635,347.48,48,0,0
1636,346.32,64,0,0
1637,346.34,69,0,0
1638,345.45,103,0,0
1639,347.67,42,0,0
1640,346.73,49,0,0
1641,345.95,60,0,0
1642,345.49,90,0,0
1643,346.88,54,0,0
1644,346.02,58,0,0
1645,347.63,38,0,0
1646,346.05,58,0,0
1647,345.2,78,0,0
1648,347.27,52,0,0
1649,346.93,47,0,0
1650,347.28,56,0,0
1651,347.82,63,0,0
1652,345.97,60,0,0
1653,346.91,60,0,0
1654,346.53,50,0,0
1655,346.92,53,0,0
1656,346.3,52,0,0
1657,346.09,89,0,0
1658,347.9,50,0,0
1659,347.6,56,0,0
1660,347.44,52,0,0
1661,346.89,62,0,0
1662,348.3,56,0,0
1663,346.43,73,0,0
1664,346.68,60,0,0
1665,347.7,49,0,0
1666,345.96,71,0,0
1667,346.16,69,0,0
1668,344.95,87,0,0
1669,346.21,53,0,0
1670,346.84,77,0,0
1671,345.91,55,0,0
1672,347.4,56,0,0
1673,346.88,57,0,0
1674,347.43,54,0,0
1675,345.21,66,0,0
1676,347.27,48,0,0
1677,346.24,74,0,0
1678,346.38,71,0,0
1679,346.91,50,0,0
1680,346.8,63,0,0
1681,347.47,54,0,0
1682,347.4,54,0,0
1683,345.42,73,0,0
1684,347.74,44,0,0
1685,347.54,50,0,0
1686,347.27,50,0,0
1687,346.01,58,0,0
1688,347.28,52,0,0
1689,347.26,38,0,0
1690,346.58,82,0,0
1691,346.73,59,0,0
1692,347.36,44,0,0
1693,346.78,51,0,0
1694,346.47,48,0,0
1695,346.17,67,0,0
1696,347.41,60,0,0
1697,346.74,52,0,0
1698,348.68,46,0,0
1699,346.59,68,0,0
1700,347.08,42,0,0
1701,346.3,44,0,0
1702,346.92,58,0,0
1703,346.86,66,0,0
1704,347.54,51,0,0
1705,347.49,46,0,0
1706,345.87,101,0,0
1707,347.19,50,0,0
1708,347.62,58,0,0
1709,348.34,59,0,0
1710,345.9,80,0,0
1711,346.43,70,0,0
1712,346.51,59,0,0
1713,345.47,74,0,0
1714,346.42,67,0,0
1715,346.67,46,0,0
1716,346.95,58,0,0
1717,347.27,66,0,0
1718,347.2,66,0,0
1719,346.11,63,0,0
1720,347.74,68,0,0
1721,345.76,72,0,0
1722,347.24,38,0,0
1723,346.72,51,0,0
1724,347.08,66,0,0
1725,347.79,69,0,0
1726,347.35,38,0,0
1727,346.9,63,0,0
1728,346.85,67,0,0
1729,345.23,57,0,0
1730,347.39,54,0,0
1731,347.62,52,0,0
1732,347.99,48,0,0
1733,346.31,55,0,0
1734,345.56,82,0,0
1735,345.58,61,0,0
1736,346.2,86,0,0
1737,346.45,61,0,0
1738,346.08,48,0,0
1739,347.99,52,0,0
1740,347.19,42,0,0
1741,346.5,50,0,0
1742,346.46,54,0,0
1743,347.44,49,0,0
1744,345.42,69,0,0
1745,347.5,55,0,0
1746,345.83,68,0,0
1747,348.06,50,0,0
1748,347.0,80,0,0
1749,346.57,72,0,0
1750,346.69,59,0,0
1751,347.72,52,0,0
1752,345.85,54,0,0
1753,346.02,68,0,0
1754,345.35,73,0,0
1755,346.97,44,0,0
1756,346.6,50,0,0
1757,346.47,44,0,0
1758,346.62,50,0,0
1759,346.58,62,0,0
1760,347.27,52,0,0
1761,346.89,61,0,0
1762,346.77,62,0,0
1763,346.64,61,0,0
1764,346.62,79,0,0
1765,347.55,56,0,0
1766,346.42,51,0,0
1767,345.75,83,0,0
1768,347.34,48,0,0
1769,346.87,47,0,0
1770,347.18,64,0,0
1771,346.81,71,0,0
1772,346.72,50,0,0
1773,346.65,58,0,0
1774,346.13,58,0,0
1775,346.15,52,0,0
1776,347.84,63,0,0
1777,346.87,48,0,0
1778,346.42,70,0,0
1779,345.66,64,0,0
1780,347.78,44,0,0
1781,347.4,46,0,0
1782,346.79,56,0,0
1783,347.12,60,0,0
1784,347.76,38,0,0
1785,346.44,51,0,0
1786,347.22,46,0,0
1787,347.33,62,0,0
1788,347.19,38,0,0
1789,347.14,51,0,0
1790,346.73,52,0,0
1791,345.63,98,0,0
1792,347.61,52,0,0
1793,346.81,46,0,0
1794,347.18,42,0,0
1795,346.4,57,0,0
1796,347.24,42,0,0
1797,347.04,54,0,0
1798,347.71,34,0,0
1799,346.83,46,0,0
1800,346.08,47,0,0
1801,346.43,62,0,0
1802,344.14,84,0,0
1803,348.59,64,0,0
1804,347.3,53,0,0
1805,346.73,56,0,0
1806,346.88,49,0,0
1807,346.3,82,0,0
1808,346.99,40,0,0
1809,347.13,46,0,0
1810,345.62,72,0,0
1811,346.14,59,0,0
1812,344.79,66,0,0
1813,347.0,50,0,0
1814,347.2,46,0,0
1815,346.99,44,0,0
1816,346.42,64,0,0
1817,346.82,42,0,0
1818,347.55,56,0,0
1819,347.55,55,0,0
1820,345.22,68,0,0
1821,347.57,40,0,0
1822,347.04,60,0,0
1823,346.48,59,0,0
1824,346.47,66,0,0
1825,345.41,102,0,0
1826,346.3,54,0,0
1827,346.37,56,0,0
1828,346.29,60,0,0
1829,347.84,44,0,0
1830,347.15,61,0,0
1831,346.3,50,0,0
1832,347.15,52,0,0
1833,348.05,37,0,0
1834,347.09,56,0,0
1835,347.04,51,0,0
1836,346.96,55,0,0
1837,346.96,48,0,0
1838,346.9,42,0,0
1839,346.2,77,0,0
1840,347.2,42,0,0
1841,346.59,54,0,0
1842,347.13,45,0,0
1843,347.67,42,0,0
1844,346.93,54,0,0
1845,346.93,48,0,0
1846,346.91,38,0,0
1847,347.09,49,0,0
1848,347.92,36,0,0
1849,346.44,56,0,0
1850,346.6,59,0,0
1851,347.91,40,0,0
1852,346.47,75,0,0
1853,346.84,53,0,0
1854,347.77,58,0,0
1855,347.57,36,0,0
1856,346.39,66,0,0
1857,346.91,52,0,0
1858,346.68,50,0,0
1859,346.89,61,0,0
1860,347.03,40,0,0
1861,346.92,55,0,0
1862,346.72,46,0,0
1863,346.47,58,0,0
1864,347.69,62,0,0
1865,345.86,79,0,0
1866,347.62,62,0,0
1867,347.25,48,0,0
1868,346.55,76,0,0
1869,346.43,65,0,0
1870,346.69,60,0,0
1871,348.28,50,0,0
1872,346.82,58,0,0
1873,348.13,48,0,0
1874,345.67,81,0,0
1875,346.97,58,0,0
1876,347.38,44,0,0
1877,347.05,55,0,0
1878,347.14,50,0,0
1879,346.27,50,0,0
1880,345.46,85,0,0
1881,347.07,64,0,0
1882,347.43,64,0,0
1883,346.91,40,0,0
1884,347.44,54,0,0
1885,346.87,42,0,0
1886,347.96,36,0,0
1887,347.4,48,0,0
1888,346.39,66,0,0
1889,346.29,60,0,0
1890,346.85,68,0,0
1891,347.65,48,0,0
1892,346.55,58,0,0
1893,345.15,64,0,0
1894,347.35,49,0,0
1895,347.36,45,0,0
1896,347.09,69,0,0
1897,345.61,74,0,0
1898,346.48,56,0,0
1899,346.69,58,0,0
1900,346.52,62,0,0
1901,347.9,47,0,0
1902,346.7,46,0,0
1903,346.72,50,0,0
1904,346.89,38,0,0
1905,347.34,72,0,0
1906,347.41,39,0,0
1907,345.93,50,0,0
1908,347.77,38,0,0
1909,347.26,38,0,0
1910,347.24,62,0,0
1911,347.45,49,0,0
1912,347.7,52,0,0
1913,348.06,52,0,0
1914,346.22,60,0,0
1915,347.22,76,0,0
1916,347.1,65,0,0
1917,346.63,64,0,0
1918,346.52,48,0,0
1919,347.08,46,0,0
1920,344.86,80,0,0
1921,347.32,58,0,0
1922,347.47,46,0,0
1923,346.79,46,0,0
1924,345.11,62,0,0
1925,347.61,52,0,0
1926,346.97,76,0,0
1927,346.23,54,0,0
1928,347.22,52,0,0
1929,346.22,54,0,0
1930,346.18,69,0,0
1931,345.72,76,0,0
1932,347.43,40,0,0
1933,345.28,78,0,0
1934,346.83,62,0,0
1935,344.59,76,0,0
1936,347.35,44,0,0
1937,346.95,56,0,0
1938,345.84,56,0,0
1939,347.34,49,0,0
1940,346.48,77,0,0
1941,347.77,44,0,0
1942,346.61,59,0,0
1943,345.87,73,0,0
1944,347.12,64,0,0
1945,347.07,40,0,0
1946,345.84,50,0,0
1947,346.4,77,0,0
1948,347.3,38,0,0
1949,346.43,50,0,0
1950,347.1,50,0,0
1951,347.63,42,0,0
1952,346.68,60,0,0
1953,345.93,69,0,0
1954,346.45,62,0,0
1955,347.06,46,0,0
1956,347.24,46,0,0
1957,346.16,57,0,0
1958,346.89,52,0,0
1959,346.47,56,0,0
1960,346.7,55,0,0
1961,347.4,48,0,0
1962,347.3,52,0,0
1963,346.88,42,0,0
1964,347.54,60,0,0
1965,346.8,62,0,0
1966,348.16,53,0,0
1967,347.67,43,0,0
1968,347.13,60,0,0
1969,348.21,60,0,0
1970,347.11,54,0,0
1971,347.01,72,0,0
1972,347.21,52,0,0
1973,344.36,88,0,0
1974,345.84,88,0,0
1975,345.89,65,0,0
1976,347.47,46,0,0
1977,347.63,32,0,0
1978,347.49,51,0,0
1979,348.31,41,0,0
1980,347.64,60,0,0
1981,347.4,44,0,0
1982,346.1,48,0,0
1983,347.03,40,0,0
1984,347.39,46,0,0
1985,344.87,114,0,0
1986,346.2,68,0,0
1987,347.72,53,0,0
1988,345.39,84,0,0
1989,347.02,61,0,0
1990,347.91,36,0,0
1991,346.93,66,0,0
1992,347.09,61,0,0
1993,347.53,43,0,0
1994,346.01,56,0,0
1995,346.99,45,0,0
1996,347.48,50,0,0
1997,346.82,46,0,0
1998,348.2,48,0,0
1999,345.97,56,0,0
2000,344.01,122,0,0
2001,345.95,60,0,0
2002,346.7,54,0,0
2003,346.91,48,0,0
2004,348.06,43,0,0
2005,347.54,42,0,0
2006,348.35,51,0,0
2007,347.68,52,0,0
2008,347.17,60,0,0
2009,347.11,46,0,0
2010,347.22,54,0,0
2011,347.36,38,0,0
2012,347.06,40,0,0
2013,346.66,68,0,0
2014,347.77,58,0,0
2015,347.89,40,0,0
2016,347.62,43,0,0
2017,346.45,58,0,0
2018,346.21,63,0,0
2019,346.7,55,0,0
2020,345.7,73,0,0
2021,346.85,82,0,0
2022,347.2,49,0,0
2023,346.37,66,0,0
2024,346.76,56,0,0
2025,347.64,52,0,0
2026,347.1,50,0,0
2027,346.1,52,0,0
2028,346.93,52,0,0
2029,346.42,57,0,0
2030,347.02,51,0,0
2031,346.94,38,0,0
2032,347.21,46,0,0
2033,347.25,46,0,0
2034,346.94,44,0,0
2035,347.22,38,0,0
2036,347.68,43,0,0
2037,347.09,63,0,0
2038,346.2,50,0,0
2039,347.54,50,0,0
2040,346.72,46,0,0
2041,347.63,49,0,0
2042,347.95,41,0,0
2043,346.95,52,0,0
2044,347.16,57,0,0
2045,347.36,48,0,0
2046,346.16,77,0,0
2047,346.94,62,0,0
2048,347.87,35,0,0
2049,347.0,54,0,0
2050,346.69,73,0,0
2051,346.45,52,0,0
2052,346.83,58,0,0
2053,347.47,42,0,0
2054,347.53,36,0,0
2055,347.91,42,0,0
2056,346.34,72,0,0
2057,346.66,44,0,0
2058,346.32,61,0,0
2059,347.01,68,0,0
2060,347.28,48,0,0
2061,346.97,44,0,0
2062,347.08,50,0,0
2063,345.01,64,0,0
2064,348.09,40,0,0
2065,347.33,44,0,0
2066,347.63,52,0,0
2067,347.51,50,0,0
2068,346.82,46,0,0
2069,347.85,50,0,0
2070,346.71,50,0,0
2071,346.79,42,0,0
2072,346.99,44,0,0
2073,346.64,50,0,0
2074,345.91,56,0,0
2075,347.63,43,0,0
2076,347.28,38,0,0
2077,346.46,48,0,0
2078,347.83,47,0,0
2079,346.66,52,0,0
2080,345.76,62,0,0
2081,347.47,49,0,0
2082,347.44,40,0,0
2083,346.73,51,0,0
2084,347.54,46,0,0
2085,347.62,47,0,0
2086,348.27,43,0,0
2087,346.37,42,0,0
2088,348.08,42,0,0
2089,347.67,33,0,0
2090,346.45,48,0,0
2091,347.18,46,0,0
2092,346.87,48,0,0
2093,345.73,66,0,0
2094,347.59,42,0,0
2095,347.17,52,0,0
2096,347.17,45,0,0
2097,347.68,38,0,0
2098,347.07,64,0,0
2099,347.16,50,0,0
2100,346.88,56,0,0
2101,347.96,41,0,0
2102,346.71,60,0,0
2103,346.87,52,0,0
2104,347.96,45,0,0
2105,346.81,52,0,0
2106,345.75,54,0,0
2107,347.23,52,0,0
2108,346.47,62,0,0
2109,347.42,67,0,0
2110,346.99,44,0,0
2111,347.19,66,0,0
2112,346.7,55,0,0
2113,346.01,61,0,0
2114,347.73,38,0,0
2115,347.17,42,0,0
2116,347.57,36,0,0
2117,347.27,53,0,0
2118,347.26,48,0,0
2119,345.53,88,0,0
2120,347.05,50,0,0
2121,347.23,90,0,0
2122,347.84,45,0,0
2123,347.2,42,0,0
2124,346.24,54,0,0
2125,346.4,67,0,0
2126,347.23,51,0,0
2127,345.93,70,0,0
2128,346.81,62,0,0
2129,346.33,50,0,0
2130,346.62,63,0,0
2131,347.66,43,0,0
2132,347.3,54,0,0
2133,346.31,65,0,0
2134,345.04,106,0,0
2135,346.77,55,0,0
2136,346.77,51,0,0
2137,346.11,52,0,0
2138,345.98,64,0,0
2139,347.16,50,0,0
2140,348.13,58,0,0
2141,347.13,46,0,0
2142,347.18,56,0,0
2143,346.19,54,0,0
2144,346.1,52,0,0
2145,347.35,43,0,0
2146,346.78,52,0,0
2147,347.33,38,0,0
2148,345.62,65,0,0
2149,347.61,36,0,0
2150,347.12,50,0,0
2151,347.45,39,0,0
2152,346.8,46,0,0
2153,347.6,57,0,0
2154,346.56,59,0,0
2155,347.47,46,0,0
2156,347.6,46,0,0
2157,347.7,52,0,0
2158,347.76,52,0,0
2159,346.14,54,0,0
2160,347.94,41,0,0
2161,347.63,52,0,0
2162,347.67,47,0,0
2163,347.24,47,0,0
2164,346.2,54,0,0
2165,347.63,61,0,0
2166,345.79,69,0,0
2167,346.97,63,0,0
2168,346.07,52,0,0
2169,347.37,54,0,0
2170,346.78,62,0,0
2171,347.31,38,0,0
2172,346.18,54,0,0
2173,347.79,50,0,0
2174,345.95,56,0,0
2175,347.07,44,0,0
2176,347.05,78,0,0
2177,347.72,38,0,0
2178,346.67,64,0,0
2179,346.84,70,0,0
2180,348.26,40,0,0
2181,347.67,48,0,0
2182,346.97,48,0,0
2183,346.79,42,0,0
2184,346.7,59,0,0
2185,346.75,46,0,0
2186,347.98,32,0,0
2187,347.11,51,0,0
2188,346.67,55,0,0
2189,347.87,44,0,0
2190,347.42,45,0,0
2191,348.01,47,0,0
2192,346.42,66,0,0
2193,346.85,42,0,0
2194,347.5,50,0,0
2195,344.33,80,0,0
2196,346.4,70,0,0
2197,346.95,56,0,0
2198,347.06,50,0,0
2199,346.87,52,0,0
2200,347.58,36,0,0
2201,347.52,70,0,0
2202,347.66,58,0,0
2203,347.4,49,0,0
2204,346.69,50,0,0
2205,347.6,42,0,0
2206,347.13,54,0,0
2207,347.97,61,0,0
2208,347.73,34,0,0
2209,347.17,48,0,0
2210,347.09,50,0,0
2211,346.37,56,0,0
2212,347.56,40,0,0
2213,346.28,53,0,0
2214,347.03,44,0,0
2215,347.59,46,0,0
2216,347.45,45,0,0
2217,348.07,43,0,0
2218,347.15,41,0,0
