Episode,Reward,Steps,Success,Collisions
1,-56.57,400,0,0
2,-52.19,258,0,0
3,-46.78,400,0,0
4,-69.47,400,0,0
5,-96.18,400,0,0
6,-56.37,400,0,0
7,-72.66,400,0,0
8,-68.68,316,0,0
9,-100.75,400,0,0
10,-73.48,400,0,0
